,Accession,Year,HC1100 (cgST Cplx),ST,HC2350 (subsp.),HC100,10 SNP Threshold,HC0 (indistinguishable),Clade,100 SNP Threshold,HC2,Sub-Clade,50 SNP Threshold,HC50,HC2000,Lineage,Sub-sub-sub-Clade,5 SNP Threshold,HC400,HC20,HC5,Sub-sub-Clade,HC200,Genotype,HC1500,0 SNP Threshold,250 SNP Threshold,HC10,SNP Address,25 SNP Threshold
815,SRR4897831,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
816,SRR5005260,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,47.0
817,SRR5005272,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,1.0,1.0,159.0
819,SRR5005288,2016.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,5.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,8.0
820,SRR5005331,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,43.0,1.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,44.0,1.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,30.0,1.0,30.0
821,SRR5005341,2016.0,2820.0,5.0,2820.0,2726.0,11.0,6.0,1032.0,859.0,11.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,11.0,2816.0,103.0,11.0,734.0,2726.0,128.0,2820.0,4.0,2726.0,13.0,4.0,18.0
822,SRR5005344,2016.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,12.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,14.0,2816.0,163.0,14.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
824,SRR5005355,2016.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,7.0,1.0,12.0
826,SRR5005421,2016.0,2820.0,1.0,2820.0,2726.0,4.0,2.0,1032.0,859.0,4.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,3.0,2816.0,163.0,4.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,93.0,2.0,151.0
827,SRR5005423,2016.0,2820.0,2.0,2820.0,2726.0,66.0,2.0,1032.0,859.0,15.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,45.0,2816.0,72.0,16.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,71.0,2.0,72.0
828,SRR5005435,2016.0,2820.0,1.0,2820.0,2726.0,19.0,1.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,19.0,2816.0,163.0,19.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,19.0,2.0,151.0
829,SRR5005438,2016.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,681.0
830,SRR5005495,2016.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,859.0,2.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,3.0,2816.0,103.0,3.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,4.0,1.0,18.0
832,SRR5005508,2016.0,2820.0,1.0,2820.0,2726.0,19.0,1.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,19.0,2816.0,163.0,19.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,19.0,1.0,151.0
833,SRR5005517,2016.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,5.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,187.0,13.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
835,SRR5005537,2016.0,2820.0,4.0,2820.0,2726.0,43.0,5.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,93.0,2.0,151.0
836,SRR5005538,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,2.0
837,SRR5005556,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,1.0
839,SRR5005606,2016.0,2820.0,1.0,2820.0,70.0,1.0,1.0,12.0,27.0,1.0,12.0,3.0,6.0,2820.0,78.0,12.0,1.0,2816.0,3.0,1.0,12.0,78.0,5.0,2820.0,1.0,75.0,2.0,1.0,2.0
840,SRR5006059,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,38.0,38.0,1.0,38.0,18.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,1.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,6.0,1.0,11.0
841,SRR5006081,2016.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,20.0,2816.0,163.0,20.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,93.0,2.0,151.0
842,SRR5006086,2016.0,2820.0,1.0,2820.0,2726.0,17.0,3.0,1032.0,859.0,13.0,1032.0,26.0,1005.0,2820.0,2735.0,734.0,13.0,2816.0,26.0,16.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,17.0,1.0,20.0
843,SRR5006096,2016.0,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
844,SRR5006235,2016.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
845,SRR5006242,2016.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,20.0,1.0,1032.0,20.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,31.0,2.0,734.0,2726.0,38.0,2820.0,1.0,2726.0,16.0,1.0,16.0
846,SRR5006243,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,681.0
847,SRR5006329,2016.0,2820.0,1.0,2820.0,2726.0,19.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,7.0,2816.0,33.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,31.0,1.0,33.0
848,SRR5006338,2016.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,20.0,2816.0,163.0,20.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
849,SRR5006341,2016.0,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,6.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
850,SRR5006346,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
851,SRR5006352,2016.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,4.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,4.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,681.0
852,SRR5006355,2016.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,5.0,1.0,290.0
853,SRR5006356,2016.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,3.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,2.0,2816.0,163.0,5.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
855,SRR5006365,2016.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,20.0,2816.0,163.0,20.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,93.0,2.0,151.0
857,SRR5006384,2016.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,13.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
859,SRR5006400,2016.0,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,14.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
860,SRR5006415,2016.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,4.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
861,SRR5006418,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,8.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,5.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,3.0
862,SRR5006420,2016.0,2820.0,2.0,2820.0,2726.0,107.0,6.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
863,SRR5006429,2016.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,20.0,1.0,20.0
864,SRR5017302,2016.0,2820.0,1.0,2820.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2820.0,78.0,3.0,1.0,2816.0,1.0,1.0,3.0,78.0,1.0,2820.0,1.0,3.0,1.0,1.0,1.0
866,SRR5017524,2016.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,2.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,26.0,8.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,8.0,1.0,8.0
867,SRR5017537,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
868,SRR5017552,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,1.0
869,SRR5017861,2016.0,2820.0,1.0,2820.0,2726.0,14.0,1.0,1032.0,859.0,1.0,1032.0,14.0,1005.0,2820.0,2735.0,28.0,1.0,2816.0,15.0,14.0,113.0,2726.0,25.0,2820.0,1.0,2726.0,14.0,1.0,14.0
870,SRR5017975,2016.0,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,7.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,7.0,2816.0,299.0,10.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
871,SRR5018274,2016.0,2820.0,1.0,2820.0,70.0,1.0,1.0,12.0,27.0,1.0,12.0,10.0,7.0,2820.0,78.0,12.0,1.0,2816.0,3.0,1.0,12.0,78.0,6.0,2820.0,1.0,75.0,1.0,1.0,9.0
872,SRR5018376,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,1.0,1.0,1.0
873,SRR5018377,2016.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
874,SRR5023834,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,681.0
875,SRR5023897,2016.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,47.0
876,SRR5023926,2016.0,2820.0,1.0,2820.0,2726.0,7.0,1.0,1656.0,1611.0,1.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,26.0,7.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,13.0,1.0,12.0
877,SRR5023928,2016.0,2820.0,1.0,2820.0,2726.0,3.0,2.0,1656.0,1611.0,2.0,1656.0,14.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,15.0,2.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,3.0,2.0,4.0
878,SRR5023934,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,24.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,1.0,1.0,1.0
879,SRR5023935,2016.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,5.0,2.0,290.0
882,SRR5024070,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,31.0,1.0,2816.0,58.0,1.0,113.0,2726.0,2.0,2820.0,1.0,2726.0,1.0,1.0,1.0
884,SRR5024153,2016.0,2820.0,1.0,2820.0,2726.0,43.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
885,SRR5024162,2016.0,2820.0,4.0,2820.0,2726.0,17.0,4.0,1032.0,859.0,12.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,14.0,2816.0,163.0,14.0,185.0,2726.0,165.0,2820.0,3.0,2726.0,93.0,3.0,151.0
886,SRR5024178,2016.0,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,7.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,5.0,2816.0,955.0,7.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,20.0,2.0,20.0
887,SRR5024215,2016.0,2820.0,1.0,2820.0,2726.0,31.0,3.0,1032.0,859.0,7.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,9.0,2816.0,103.0,9.0,734.0,2726.0,128.0,2820.0,3.0,2726.0,42.0,3.0,47.0
888,SRR5024223,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,44.0,5.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,5.0,1.0,1.0
891,SRR5024286,2016.0,2820.0,1.0,2820.0,2726.0,11.0,1.0,1656.0,1611.0,7.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,11.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,11.0,1.0,77.0
892,SRR5024291,2016.0,2820.0,1.0,2820.0,2726.0,5.0,2.0,1032.0,19.0,2.0,1032.0,18.0,1005.0,2820.0,2735.0,20.0,2.0,2816.0,18.0,2.0,185.0,2726.0,20.0,2820.0,1.0,2726.0,6.0,1.0,6.0
893,SRR5024325,2016.0,2820.0,1.0,2820.0,2726.0,43.0,7.0,1032.0,859.0,19.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,40.0,2816.0,163.0,44.0,185.0,2726.0,165.0,2820.0,4.0,2726.0,93.0,4.0,151.0
894,SRR5024327,2016.0,2820.0,1.0,2820.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2820.0,78.0,3.0,1.0,2816.0,1.0,1.0,3.0,78.0,1.0,2820.0,1.0,3.0,1.0,1.0,1.0
895,SRR5024409,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,1.0,1.0,1.0
896,SRR5024446,2016.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,1.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,26.0,4.0,614.0,2726.0,127.0,2820.0,2.0,2726.0,13.0,2.0,12.0
897,SRR5024477,2016.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,12.0,2.0,1032.0,3.0,1005.0,2820.0,2735.0,734.0,3.0,2816.0,3.0,3.0,734.0,2726.0,49.0,2820.0,1.0,2726.0,3.0,1.0,3.0
898,SRR5024486,2016.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1032.0,859.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,7.0,5.0,734.0,2726.0,7.0,2820.0,1.0,2726.0,5.0,1.0,7.0
900,SRR5024527,2016.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1032.0,859.0,12.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,14.0,2816.0,163.0,14.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,93.0,1.0,151.0
902,SRR5029862,2016.0,2820.0,2.0,2820.0,2726.0,4.0,2.0,1656.0,1611.0,5.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,91.0,5.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
906,SRR7170920,2018.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,26.0,1.0,1032.0,10.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,10.0,2.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,2.0,1.0,10.0
907,SRR7170921,2018.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,2.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,2.0,2726.0,8.0,2.0,8.0
908,SRR7170922,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,38.0,38.0,1.0,38.0,12.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,2.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
909,SRR7170923,2017.0,2820.0,1.0,2820.0,70.0,1.0,1.0,14.0,9.0,1.0,14.0,4.0,9.0,2820.0,78.0,14.0,1.0,2816.0,4.0,1.0,14.0,78.0,9.0,2820.0,1.0,75.0,1.0,1.0,1.0
910,SRR7170924,2017.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,22.0,1.0,290.0
911,SRR7170925,2017.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,1.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,36.0,2.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,22.0,1.0,25.0
912,SRR7170926,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,3.0
913,SRR7170928,2018.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,5.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,187.0,13.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,118.0,2.0,159.0
914,SRR7170929,2018.0,2820.0,1.0,2820.0,2726.0,10.0,1.0,1656.0,1611.0,1.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,10.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,10.0,1.0,10.0
915,SRR7170930,2018.0,2820.0,1.0,2820.0,2726.0,23.0,1.0,1032.0,859.0,14.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,16.0,2816.0,187.0,23.0,734.0,2726.0,259.0,2820.0,11.0,2726.0,118.0,11.0,159.0
916,SRR7170932,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,6.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,31.0,2.0,734.0,2726.0,38.0,2820.0,1.0,2726.0,16.0,1.0,2.0
917,SRR7170933,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,2.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,31.0,1.0,734.0,2726.0,38.0,2820.0,1.0,2726.0,16.0,1.0,2.0
918,SRR7170934,2018.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1032.0,859.0,7.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,9.0,2816.0,103.0,9.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
919,SRR7170935,2018.0,2820.0,4.0,2820.0,2726.0,20.0,4.0,1032.0,859.0,4.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,36.0,14.0,734.0,2726.0,36.0,2820.0,4.0,2726.0,22.0,4.0,25.0
920,SRR7170936,2018.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,681.0
921,SRR7170937,2018.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,12.0,1.0,2816.0,955.0,5.0,1042.0,2726.0,10.0,2820.0,1.0,2726.0,6.0,1.0,6.0
922,SRR7172059,2017.0,2820.0,1.0,2820.0,2726.0,66.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,45.0,2816.0,72.0,1.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,1.0,2.0,72.0
923,SRR7172070,2018.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,3.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,8.0,3.0,734.0,2726.0,95.0,2820.0,2.0,2726.0,8.0,2.0,7.0
924,SRR7172156,2017.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,2.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,187.0,3.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,4.0,2.0,159.0
925,SRR7172157,2016.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,20.0,6.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,16.0,1.0,20.0
926,SRR7172257,2017.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,5.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,187.0,13.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,118.0,2.0,159.0
927,SRR7172258,2017.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
928,SRR7172260,2017.0,2820.0,2.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,6.0,2726.0,210.0,6.0,290.0
929,SRR7172262,2017.0,2820.0,1.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
930,SRR7172263,2018.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,4.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,4.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
931,SRR7172271,2017.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,2.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,8.0
932,SRR7172273,2018.0,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
933,SRR7172276,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,1.0,1.0,1.0
