,Accession,Year,HC2000,HC1100 (cgST Cplx),0 SNP Threshold,250 SNP Threshold,HC2350 (subsp.),HC1500,Sub-Clade,100 SNP Threshold,HC50,HC200,HC5,HC2,SNP Address,HC0 (indistinguishable),HC10,Clade,Lineage,5 SNP Threshold,10 SNP Threshold,Sub-sub-Clade,HC400,HC20,Genotype,ST,HC100,25 SNP Threshold,Sub-sub-sub-Clade,50 SNP Threshold
862,SRR5006420,2016,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,5,3,2,2,22,1656,2735,3,5,614,2816,299,306,1,2726,290,614,306
863,SRR5006429,2016,2820,2820,11,2726,2820,2820,1032,859,1005,2726,23,14,11,7,118,1032,2735,16,23,734,2816,187,259,7,2726,159,734,249
864,SRR5017302,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,13,1032,2735,1,1,734,2816,103,128,1,2726,18,734,124
865,SRR5017462,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,71,1032,2735,1,1,734,2816,72,259,1,2726,72,734,249
866,SRR5017524,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
867,SRR5017537,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,2,1,1,12,1032,2735,2,2,734,2816,19,95,1,2726,15,734,21
868,SRR5017552,2016,2820,2820,1,2726,2820,2820,1032,3,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,2,4,1,2726,1,734,2
869,SRR5017861,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,2,1032,2735,1,1,734,2816,2,2,1,2726,2,734,2
870,SRR5017975,2016,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,3,3,2,1,3,1656,2735,3,3,1042,2816,955,455,1,2726,3,455,1124
871,SRR5018274,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,42,1032,2735,1,31,734,2816,103,128,1,2726,47,734,124
872,SRR5018376,2016,2820,2820,1,2726,2820,2820,38,38,38,2726,5,1,1,1,6,38,2735,1,5,38,2816,33,38,1,2726,11,38,18
873,SRR5018377,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
874,SRR5023834,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,34,455,1124
875,SRR5023897,2016,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,4,4,3,3,4,1656,2735,4,4,614,2816,299,306,1,2726,4,614,306
876,SRR5023926,2016,2820,2820,1,2726,2820,2820,1656,43,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,44,45,1,2726,11,614,42
877,SRR5023928,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,3,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
878,SRR5023934,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,38,1032,2735,2,6,734,2816,187,259,1,2726,159,734,249
879,SRR5023935,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,2,614,2816,299,306,1,2726,290,614,306
880,SRR5023953,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,41,23,2,2,54,1032,2735,31,53,113,2816,58,49,2,2726,54,54,56
881,SRR5024067,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,23,1,1,54,1032,2735,31,53,113,2816,58,5,1,2726,54,54,56
882,SRR5024070,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,12,1656,2735,2,2,1042,2816,955,455,1,2726,4,455,1124
883,SRR5024080,2016,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,17,17,3,1,557,1656,2735,24,25,1042,2816,955,557,1,2726,681,557,1124
884,SRR5024153,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,31,5,1,1,69,1656,2735,5,31,614,2816,91,127,1,2726,77,614,79
885,SRR5024162,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,5,1,1,1,93,1032,2735,1,4,185,2816,163,165,1,2726,151,165,164
886,SRR5024178,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,20,13,1,3,93,1032,2735,20,20,185,2816,163,165,3,2726,151,165,164
887,SRR5024215,2016,2820,2820,1,2726,2820,2820,1032,3,3,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,3,1,2726,1,734,1
888,SRR5024223,2016,2820,2820,1,75,2820,2820,16,3,3,78,1,1,1,1,1,16,78,1,1,16,2816,1,3,1,70,1,16,3
889,SRR5024231,2016,2820,2820,6,2726,2820,2820,1656,1611,1656,2726,17,17,6,8,557,1656,2735,24,25,1042,2816,955,557,8,2726,681,557,1124
890,SRR5024244,2016,2820,2820,3,2726,2820,2820,1032,859,1005,2726,41,23,3,7,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
891,SRR5024286,2016,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,14,8,5,2,69,1656,2735,5,14,614,2816,91,127,2,2726,77,614,79
892,SRR5024291,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,2,1,1,12,1032,2735,2,2,734,2816,19,95,1,2726,15,734,21
893,SRR5024325,2016,2820,2820,1,2726,2820,2820,1032,19,1005,2726,1,1,1,1,2,1032,2735,1,1,734,2816,4,49,1,2726,2,734,7
894,SRR5024327,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,299,306,1,2726,1,614,306
895,SRR5024409,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,2,2,1656,2735,2,2,1042,2816,955,455,1,2726,2,455,1124
896,SRR5024446,2016,2820,2820,11,2726,2820,2820,1032,859,1005,2726,23,14,11,2,118,1032,2735,16,23,734,2816,187,259,1,2726,159,734,249
897,SRR5024477,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,5,2,2,1,5,1032,2735,2,2,734,2816,7,7,1,2726,7,734,7
898,SRR5024486,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,11,11,1,1,38,1032,2735,10,11,734,2816,187,259,1,2726,159,734,249
899,SRR5024491,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,7,1,1,71,1032,2735,45,66,734,2816,72,259,1,2726,72,734,249
900,SRR5024527,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,18,2,1,1,42,1032,2735,1,31,734,2816,103,128,1,2726,47,734,124
901,SRR5024531,2016,2820,2820,4,2726,2820,2820,1032,859,1005,2726,48,7,4,2,71,1032,2735,45,66,734,2816,72,259,2,2726,72,734,249
902,SRR5029862,2016,2820,2820,1,2726,2820,2820,1032,19,1005,2726,9,1,1,1,12,1032,2735,7,7,185,2816,18,20,1,2726,12,20,18
903,SRR6467514,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,23,1,2,54,1032,2735,31,53,113,2816,58,49,2,2726,54,54,56
904,SRR6467515,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,17,17,1,1,557,1656,2735,24,25,1042,2816,955,557,1,2726,681,557,1124
905,SRR7167540,2017,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,43,30,13,1,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
906,SRR7170920,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,10,9,4,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
907,SRR7170921,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,7,9,2,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
908,SRR7170922,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,10,9,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
909,SRR7170923,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,7,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
910,SRR7170924,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,7,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
911,SRR7170925,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,7,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
912,SRR7170926,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,10,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
913,SRR7170928,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,10,9,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
914,SRR7170929,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,10,9,4,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
915,SRR7170930,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,7,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
916,SRR7170932,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,10,9,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
917,SRR7170933,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,1,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
918,SRR7170934,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,10,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
919,SRR7170935,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,10,9,4,210,1656,2735,18,59,614,2816,299,306,2,2726,290,614,306
920,SRR7170936,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,10,1,1,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
921,SRR7170937,2018,2820,2820,9,2726,2820,2820,1656,1611,1656,2726,47,7,9,2,210,1656,2735,18,59,614,2816,299,306,1,2726,290,614,306
922,SRR7172059,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,78,1656,2735,1,2,614,2816,83,126,1,2726,77,614,1124
923,SRR7172070,2018,2820,2820,1,75,2820,2820,12,27,6,78,1,1,1,1,2,12,78,1,1,12,2816,3,5,1,70,2,12,3
924,SRR7172156,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,13,1,1,1,118,1032,2735,1,4,734,2816,187,259,1,2726,159,734,249
925,SRR7172157,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,3,1656,2735,1,1,1042,2816,955,455,1,2726,3,455,1124
926,SRR7172257,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,49,1,2726,1,734,1
927,SRR7172258,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,2,2,2,2,2,1656,2735,2,2,1042,2816,955,455,1,2726,681,455,1124
928,SRR7172260,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,78,1656,2735,1,27,614,2816,83,126,1,2726,77,614,1124
929,SRR7172262,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,4,1,2,1,13,1656,2735,4,4,614,2816,26,127,1,2726,12,614,36
930,SRR7172263,2018,2820,2820,6,2726,2820,2820,1656,1611,1656,2726,91,47,6,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
931,SRR7172271,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,5,1,2,1,5,1656,2735,2,5,614,2816,299,306,1,2726,290,614,306
932,SRR7172273,2018,2820,2820,1,2726,2820,2820,1032,14,17,2726,1,1,1,1,1,1032,2735,1,1,734,2816,6,17,1,2726,2,734,9
933,SRR7172276,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,48,2,2,2,71,1032,2735,45,66,734,2816,72,259,1,2726,72,734,249
934,SRR7172280,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,38,1032,2735,2,6,734,2816,187,259,1,2726,159,734,249
935,SRR7172285,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,16,1,1,1,17,1032,2735,1,17,734,2816,26,95,1,2726,20,734,26
936,SRR7172286,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,19,27,1,2726,1,734,24
937,SRR7172287,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,91,47,2,3,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
938,SRR7172288,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,20,13,2,2,93,1032,2735,20,20,185,2816,163,165,1,2726,151,165,164
939,SRR7172289,2016,2820,2820,1,2726,2820,2820,38,38,38,2726,1,1,1,1,1,38,2735,1,1,38,2816,33,38,1,2726,1,38,12
940,SRR7172291,2017,2820,2820,1,2726,2820,2820,1032,12,1005,2726,3,3,1,1,3,1032,2735,3,3,734,2816,3,49,1,2726,3,734,7
941,SRR7172295,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,1,1,1,210,1656,2735,1,6,614,2816,299,306,1,2726,290,614,306
942,SRR7172297,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,6,3,2,3,210,1656,2735,3,11,614,2816,299,306,1,2726,290,614,306
943,SRR7172302,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,5,1,3,71,1032,2735,5,66,734,2816,72,259,3,2726,72,734,249
944,SRR7172303,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,43,1,1,1,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
945,SRR7172304,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,2,2,2,1,2,1656,2735,2,2,1042,2816,955,455,1,2726,47,455,1124
946,SRR7172407,2016,2820,2820,1,2726,2820,2820,1656,1,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,1,126,1,2726,1,614,1
947,SRR7172410,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,4,1,2726,1,734,1
948,SRR7172412,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,2,1,1,71,1032,2735,45,66,734,2816,72,259,1,2726,72,734,249
949,SRR7172426,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,3,1,1,1,93,1032,2735,2,17,185,2816,163,165,1,2726,151,165,164
950,SRR7172429,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,7,3,1,1,13,1656,2735,4,7,614,2816,26,127,1,2726,12,614,36
951,SRR7172430,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,43,3,2,1,557,1656,2735,42,45,1042,2816,955,557,1,2726,681,557,1124
952,SRR7172445,2016,2820,2820,3,2726,2820,2820,1032,859,1005,2726,44,13,3,5,93,1032,2735,40,43,185,2816,163,165,4,2726,151,165,164
953,SRR7172518,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,4,1,1,71,1032,2735,16,66,734,2816,72,259,1,2726,72,734,249
954,SRR7179818,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,2,1656,2735,2,2,1042,2816,955,455,1,2726,47,455,1124
955,SRR7179823,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,6,1656,2735,6,6,1042,2816,955,455,1,2726,34,455,1124
956,SRR7179825,2016,2820,2820,2,2726,2820,2820,1032,859,1005,2726,44,19,2,7,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
957,SRR7179826,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,2,1032,2735,1,2,734,2816,103,128,1,2726,2,734,124
958,SRR7179835,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,6,210,1656,2735,73,107,614,2816,299,306,2,2726,290,614,306
959,SRR7179857,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,12,1,2,93,1032,2735,14,17,185,2816,163,165,1,2726,151,165,164
960,SRR7179860,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,48,5,1,3,71,1032,2735,5,66,734,2816,72,259,3,2726,72,734,249
961,SRR7179868,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,1,1,1,54,1032,2735,1,53,113,2816,58,49,1,2726,54,54,56
962,SRR7179878,2016,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,4,3,3,3,5,1656,2735,3,5,1042,2816,955,455,2,2726,12,455,1124
963,SRR7179896,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
964,SRR7179905,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,44,19,1,1,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
965,SRR7179910,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,12,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
966,SRR7179915,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
967,SRR7179951,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,20,1,1,1,93,1032,2735,20,20,185,2816,163,165,1,2726,151,165,164
968,SRR7179954,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,2,1032,2735,1,1,734,2816,26,95,1,2726,2,734,26
969,SRR7179961,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,7,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
970,SRR7179963,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,77,614,1124
971,SRR7179964,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,163,2,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
972,SRR7179968,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,4,4,1,2,4,1656,2735,4,4,1042,2816,955,455,2,2726,681,455,1124
973,SRR7179994,2016,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,43,30,3,5,557,1656,2735,42,45,1042,2816,955,557,4,2726,681,557,1124
974,SRR7184216,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
975,SRR7184221,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,2,1656,2735,1,2,1042,2816,955,455,1,2726,47,455,1124
976,SRR7184223,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,3,2,1,1,4,1032,2735,3,3,734,2816,103,128,1,2726,18,734,124
977,SRR7184228,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,44,19,1,5,93,1032,2735,1,43,185,2816,163,165,2,2726,151,165,164
978,SRR7184229,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,2,2,2,1,2,1032,2735,2,2,734,2816,26,95,1,2726,20,734,26
979,SRR7184233,2017,2820,2820,4,2726,2820,2820,1032,859,1005,2726,44,19,4,5,93,1032,2735,40,43,185,2816,163,165,1,2726,151,165,164
980,SRR7184237,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
981,SRR7184240,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,10,1,2726,1,12,1124
982,SRR7184245,2016,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,4,3,3,3,5,1656,2735,3,5,1042,2816,955,455,2,2726,12,455,1124
983,SRR7184246,2018,2820,2820,2,2726,2820,2820,1032,12,1005,2726,3,3,2,2,3,1032,2735,3,3,734,2816,3,49,1,2726,3,734,7
984,SRR7184248,2017,2820,2820,2,2726,2820,2820,1032,20,1005,2726,2,2,2,2,4,1032,2735,2,2,734,2816,7,21,1,2726,4,734,7
985,SRR7184249,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,4,1,3,7,1656,2735,4,5,1042,2816,955,455,1,2726,681,455,1124
986,SRR7184251,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,3,1,1,1,13,1656,2735,1,1,1042,2816,955,455,1,2726,34,455,1124
987,SRR7184255,2018,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,163,2,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
988,SRR7184257,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
989,SRR7184269,2017,2820,2820,1,75,2820,2820,12,27,6,78,1,1,1,1,1,12,78,1,1,12,2816,1,1,1,70,1,12,1
990,SRR7184311,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,2,1032,2735,2,2,734,2816,31,38,1,2726,2,734,2
991,SRR7184320,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
992,SRR7184321,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,19,19,1,1,19,1032,2735,19,19,185,2816,163,165,1,2726,151,165,164
993,SRR7184323,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,1,1,1,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
994,SRR7184326,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,44,13,1,5,93,1032,2735,40,43,185,2816,163,165,4,2726,151,165,164
995,SRR7184334,2017,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,5,3,2,1,5,1656,2735,3,5,614,2816,299,306,1,2726,290,614,306
996,SRR7184338,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,1,1,1,210,1656,2735,1,10,614,2816,299,306,1,2726,290,614,306
997,SRR7184342,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,11,1656,2735,11,11,614,2816,91,127,1,2726,77,614,79
998,SRR7184354,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,1042,2816,955,455,1,2726,47,455,1124
999,SRR7184365,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,47,12,1,1,210,1656,2735,14,59,614,2816,299,306,1,2726,290,614,306
1000,SRR7184369,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,41,1,1,1,54,1032,2735,31,53,113,2816,58,49,1,2726,54,54,56
1001,SRR7184370,2016,2820,2820,1,2726,2820,2820,38,38,38,2726,1,1,1,1,1,38,2735,1,1,38,2816,1,38,1,2726,1,38,1
1002,SRR7184387,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,7,1656,2735,1,4,1042,2816,955,455,1,2726,12,455,1124
1003,SRR7184402,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,16,13,1,4,17,1032,2735,13,17,734,2816,26,95,3,2726,20,734,26
1004,SRR7184418,2018,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,38,1032,2735,2,5,734,2816,187,259,1,2726,159,734,249
1005,SRR7184434,2017,2820,2820,26,2726,2820,2820,1656,1611,1656,2726,377,69,26,6,557,1656,2735,394,473,1042,2816,955,557,5,2726,681,557,1124
1006,SRR7186890,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1007,SRR7186893,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,2,1,1,557,1656,2735,1,45,1042,2816,955,557,1,2726,681,557,1124
1008,SRR7186900,2018,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,377,163,13,15,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1009,SRR7186920,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,14,8,1,1,14,1032,2735,10,14,113,2816,15,25,1,2726,14,28,14
1010,SRR7186921,2017,2820,2820,13,2726,2820,2820,1656,1611,1656,2726,377,163,13,15,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1011,SRR7186924,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1012,SRR7186934,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,4,1032,2735,1,1,113,2816,8,25,1,2726,6,28,8
1013,SRR7186938,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,1,1,1,16,1032,2735,4,4,734,2816,20,128,1,2726,20,734,124
1014,SRR7186944,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,5,3,1,1,78,1656,2735,3,27,614,2816,83,126,1,2726,77,614,1124
1015,SRR7186955,2017,2820,2820,2,2726,2820,2820,1032,859,1005,2726,4,2,2,1,16,1032,2735,4,4,734,2816,20,128,1,2726,20,734,124
1016,SRR7186957,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,11,11,1,3,38,1032,2735,10,11,734,2816,187,259,1,2726,159,734,249
1017,SRR7186960,2016,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,10,1656,2735,1,1,1042,2816,955,18,1,2726,15,18,1124
1018,SRR7186963,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,23,1,1,1,118,1032,2735,16,23,734,2816,187,259,1,2726,159,734,249
1019,SRR7186968,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,8,1656,2735,1,1,1042,2816,955,455,1,2726,10,455,1124
1020,SRR7186972,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,38,1,2726,1,734,4
1021,SRR7187003,2017,2820,2820,4,2726,2820,2820,1032,859,1005,2726,19,19,4,1,19,1032,2735,19,19,185,2816,163,165,1,2726,151,165,164
1022,SRR7187006,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,2,1656,2735,2,2,1042,2816,955,455,1,2726,2,455,1124
1023,SRR7187007,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
1024,SRR7187008,2016,2820,2820,1,2726,2820,2820,1032,859,1005,2726,20,13,1,3,93,1032,2735,20,20,185,2816,163,165,3,2726,151,165,164
1025,SRR7187012,2017,2820,2820,1,2726,2820,2820,1032,1,1005,2726,18,1,1,1,42,1032,2735,1,1,734,2816,103,128,1,2726,1,734,1
1026,SRR7187015,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,69,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
1027,SRR7187016,2017,2820,2820,3,2726,2820,2820,1032,859,1005,2726,18,3,3,3,42,1032,2735,3,31,734,2816,103,128,1,2726,47,734,124
1028,SRR7187021,2017,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,8,1,1,1,8,1656,2735,1,8,614,2816,26,127,1,2726,8,614,36
1029,SRR7187031,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,31,1656,2735,1,19,1042,2816,33,455,1,2726,33,455,1124
1030,SRR7187032,2017,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,1,1,1,4,1032,2735,4,4,734,2816,26,95,1,2726,4,734,26
1031,SRR7187040,2018,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,22,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
